mean_0,std_0,mean_1,std_1,mean_2,std_2,mean_3,std_3
0.35973990751891183,0.27115103087239606,0.13689754315984945,0.15232658152888737,0.18437865174550055,0.1429512358817444,0.359786159786423,0.2181845312888087
0.4567290370656592,0.24647744760237764,0.26082814065805326,0.14896646491578835,0.26788811454046396,0.11819729594467694,0.47386916949529917,0.21381666091471785
0.5061121028174491,0.1888463910903075,0.4071527909714605,0.09032392997571247,0.37537365976415055,0.08094606812610738,0.5288836113862826,0.18335180053533284
0.5107599494694097,0.14705285916724356,0.4397702872498118,0.11145573987614667,0.40980086054974635,0.11078015156795082,0.506963153326459,0.1538146988673363
0.6508660704593926,0.11969895520916075,0.6293877534146793,0.1260140648831437,0.6098442091183439,0.13790594642807924,0.6072009349953705,0.1373162906773591
0.74335318609678,0.10840413036109299,0.7551757819243853,0.09020361931770786,0.7486439025538841,0.15346807139814453,0.6692822982097275,0.1532409549048714
0.7563268795745262,0.11142725535361751,0.7987727393071116,0.0563917037609867,0.7453214883719695,0.13782726573049187,0.7000515058717315,0.15476362502018515
0.8005411916541724,0.11518380242143586,0.8541420573088153,0.04737373622242636,0.819385061784409,0.12505938177217266,0.7353971907804732,0.16757490133840697
0.6526272003993917,0.2423080973391238,0.6040559495539402,0.26835252541665333,0.6317965184193904,0.2348511596556731,0.6094385481839335,0.26954154140343445
0.7840497337364644,0.13008666918771916,0.7560064403874462,0.12262424671965945,0.7468504444784737,0.14326337815171358,0.7340695903794277,0.18782525198176803
0.7006147879352621,0.18334786598624542,0.5933706015001217,0.1297503861334946,0.6001518002815638,0.15478700247749802,0.7043499114376823,0.19876836624512556
0.6503338992886262,0.19774748178604232,0.4999999561977312,0.10831249531428652,0.49783945649750827,0.14392913588309966,0.6591653960335687,0.19505988621702694
0.6283935827631919,0.2549365583779019,0.4120792756609607,0.07238206454944646,0.40592458898944134,0.105642188066821,0.6744846852506164,0.2756013519914422
